제작자,차명,생산기간(부터),생산기간(까지),리콜개시일,리콜사유
(주)바이크코리아,Speed Triple 1200 RS,2021-04-09,2022-08-25,2023-03-20,외부 온도가 높고 교통 혼잡구간 (가다 서다 반복)에서 라디에이터 냉각팬 모터가 엔진열에 의해 과열되어 작동이 제대로 되지 않고 이로 인한 냉각수 온도 상승에 따른 팽창으로 냉각수 리저브 탱크에서 누수가 발생할 수 있음. 
스텔란티스코리아 주식회사,DS4 Crossback 1.5 BlueHDi,2022-01-28,2022-05-12,2023-05-09,제조공정 중 앞범퍼 차체 고정볼트의 체결 누락으로 주행 중 범퍼가 차체로부터 이탈되어 사고가 발생할 가능성이 있습니다.
메르세데스벤츠코리아(주),EQS 450+,2021-08-26,2022-03-09,2023-06-23,ESP 컨트롤 유닛 소프트웨어 오류로 인해 주행 사이클(driving cycle)2 초기에 ESP 펌프 모터 전원 공급 장치가 정상임에도 고장으로 인식될 수 있습니다. 1ESP (전자 제어 주행 안정 장치): 운전자가 요구하는 자동차 진행 방향과 실제 자동차의 진행 방향을 비교하여 차량의 미끄러짐을 예방하기 위한 제동 토크를 개별적으로 자동조절하여 자동차의 방향 안정성을 향상시키는 장치2주행 사이클(driving cycle): 차량의 연료 소비 및 오염 물질 배출을 포함하여 다양한 방식으로 차량의 성능을 평가하기 위한 진단 테스트
메르세데스벤츠코리아(주),EQS 350,2021-09-07,2021-09-07,2023-06-23,ESP 컨트롤 유닛 소프트웨어 오류로 인해 주행 사이클(driving cycle)2 초기에 ESP 펌프 모터 전원 공급 장치가 정상임에도 고장으로 인식될 수 있습니다. 1ESP (전자 제어 주행 안정 장치): 운전자가 요구하는 자동차 진행 방향과 실제 자동차의 진행 방향을 비교하여 차량의 미끄러짐을 예방하기 위한 제동 토크를 개별적으로 자동조절하여 자동차의 방향 안정성을 향상시키는 장치2주행 사이클(driving cycle): 차량의 연료 소비 및 오염 물질 배출을 포함하여 다양한 방식으로 차량의 성능을 평가하기 위한 진단 테스트
메르세데스벤츠코리아(주),Maybach S 680 4MATIC,2021-08-30,2023-02-27,2023-06-23,ESP 컨트롤 유닛 소프트웨어 오류로 인해 주행 사이클(driving cycle)2 초기에 ESP 펌프 모터 전원 공급 장치가 정상임에도 고장으로 인식될 수 있습니다. 1ESP (전자 제어 주행 안정 장치): 운전자가 요구하는 자동차 진행 방향과 실제 자동차의 진행 방향을 비교하여 차량의 미끄러짐을 예방하기 위한 제동 토크를 개별적으로 자동조절하여 자동차의 방향 안정성을 향상시키는 장치2주행 사이클(driving cycle): 차량의 연료 소비 및 오염 물질 배출을 포함하여 다양한 방식으로 차량의 성능을 평가하기 위한 진단 테스트
메르세데스벤츠코리아(주),Maybach S 580 4MATIC,2021-12-08,2023-04-26,2023-06-23,ESP 컨트롤 유닛 소프트웨어 오류로 인해 주행 사이클(driving cycle)2 초기에 ESP 펌프 모터 전원 공급 장치가 정상임에도 고장으로 인식될 수 있습니다. 1ESP (전자 제어 주행 안정 장치): 운전자가 요구하는 자동차 진행 방향과 실제 자동차의 진행 방향을 비교하여 차량의 미끄러짐을 예방하기 위한 제동 토크를 개별적으로 자동조절하여 자동차의 방향 안정성을 향상시키는 장치2주행 사이클(driving cycle): 차량의 연료 소비 및 오염 물질 배출을 포함하여 다양한 방식으로 차량의 성능을 평가하기 위한 진단 테스트
메르세데스벤츠코리아(주),S 580 4MATIC,2021-12-04,2023-03-23,2023-06-23,ESP 컨트롤 유닛 소프트웨어 오류로 인해 주행 사이클(driving cycle)2 초기에 ESP 펌프 모터 전원 공급 장치가 정상임에도 고장으로 인식될 수 있습니다. 1ESP (전자 제어 주행 안정 장치): 운전자가 요구하는 자동차 진행 방향과 실제 자동차의 진행 방향을 비교하여 차량의 미끄러짐을 예방하기 위한 제동 토크를 개별적으로 자동조절하여 자동차의 방향 안정성을 향상시키는 장치2주행 사이클(driving cycle): 차량의 연료 소비 및 오염 물질 배출을 포함하여 다양한 방식으로 차량의 성능을 평가하기 위한 진단 테스트
메르세데스벤츠코리아(주),S 580 e 4MATIC,2022-02-02,2022-09-21,2023-06-23,ESP 컨트롤 유닛 소프트웨어 오류로 인해 주행 사이클(driving cycle)2 초기에 ESP 펌프 모터 전원 공급 장치가 정상임에도 고장으로 인식될 수 있습니다. 1ESP (전자 제어 주행 안정 장치): 운전자가 요구하는 자동차 진행 방향과 실제 자동차의 진행 방향을 비교하여 차량의 미끄러짐을 예방하기 위한 제동 토크를 개별적으로 자동조절하여 자동차의 방향 안정성을 향상시키는 장치2주행 사이클(driving cycle): 차량의 연료 소비 및 오염 물질 배출을 포함하여 다양한 방식으로 차량의 성능을 평가하기 위한 진단 테스트
메르세데스벤츠코리아(주),S 500 4MATIC,2021-02-18,2023-04-11,2023-06-23,ESP 컨트롤 유닛 소프트웨어 오류로 인해 주행 사이클(driving cycle)2 초기에 ESP 펌프 모터 전원 공급 장치가 정상임에도 고장으로 인식될 수 있습니다. 1ESP (전자 제어 주행 안정 장치): 운전자가 요구하는 자동차 진행 방향과 실제 자동차의 진행 방향을 비교하여 차량의 미끄러짐을 예방하기 위한 제동 토크를 개별적으로 자동조절하여 자동차의 방향 안정성을 향상시키는 장치2주행 사이클(driving cycle): 차량의 연료 소비 및 오염 물질 배출을 포함하여 다양한 방식으로 차량의 성능을 평가하기 위한 진단 테스트
메르세데스벤츠코리아(주),S 450 4MATIC,2022-07-15,2022-07-15,2023-06-23,ESP 컨트롤 유닛 소프트웨어 오류로 인해 주행 사이클(driving cycle)2 초기에 ESP 펌프 모터 전원 공급 장치가 정상임에도 고장으로 인식될 수 있습니다. 1ESP (전자 제어 주행 안정 장치): 운전자가 요구하는 자동차 진행 방향과 실제 자동차의 진행 방향을 비교하여 차량의 미끄러짐을 예방하기 위한 제동 토크를 개별적으로 자동조절하여 자동차의 방향 안정성을 향상시키는 장치2주행 사이클(driving cycle): 차량의 연료 소비 및 오염 물질 배출을 포함하여 다양한 방식으로 차량의 성능을 평가하기 위한 진단 테스트
메르세데스벤츠코리아(주),S 400 d 4MATIC,2021-12-20,2022-08-31,2023-06-23,ESP 컨트롤 유닛 소프트웨어 오류로 인해 주행 사이클(driving cycle)2 초기에 ESP 펌프 모터 전원 공급 장치가 정상임에도 고장으로 인식될 수 있습니다. 1ESP (전자 제어 주행 안정 장치): 운전자가 요구하는 자동차 진행 방향과 실제 자동차의 진행 방향을 비교하여 차량의 미끄러짐을 예방하기 위한 제동 토크를 개별적으로 자동조절하여 자동차의 방향 안정성을 향상시키는 장치2주행 사이클(driving cycle): 차량의 연료 소비 및 오염 물질 배출을 포함하여 다양한 방식으로 차량의 성능을 평가하기 위한 진단 테스트
메르세데스벤츠코리아(주),S 350 d,2022-03-14,2022-03-14,2023-06-23,ESP 컨트롤 유닛 소프트웨어 오류로 인해 주행 사이클(driving cycle)2 초기에 ESP 펌프 모터 전원 공급 장치가 정상임에도 고장으로 인식될 수 있습니다. 1ESP (전자 제어 주행 안정 장치): 운전자가 요구하는 자동차 진행 방향과 실제 자동차의 진행 방향을 비교하여 차량의 미끄러짐을 예방하기 위한 제동 토크를 개별적으로 자동조절하여 자동차의 방향 안정성을 향상시키는 장치2주행 사이클(driving cycle): 차량의 연료 소비 및 오염 물질 배출을 포함하여 다양한 방식으로 차량의 성능을 평가하기 위한 진단 테스트
폭스바겐그룹코리아 주식회사,벤테이가 ,2022-02-19,2022-08-26,2023-07-10,"생산 과정에서 뒷좌석 시트 레일 멈춤 장치가 제대로 설치가 안된 것이 자체 점검 과정에서 발견되었습니다. 이로 인해 시트가 올바르게 고정되지 않을 수 있으며, 이는 ‘자동차 및 자동차부품의 성능 과 기준에 관한 규칙’ 제97조(운전자 및 승객 좌석의 설치)의 일부 규정을 준수하지 못하는 것입니다"
현대자동차(주),그랜저 하이브리드 (GN7 HEV),2022-10-21,2023-03-28,2023-05-02,현대자동차㈜에서는 그랜저 하이브리드(GN7 HEV) 일부 차량에서 통합형 전자식 브레이크(IEB) 제어기 소프트웨어 오설정(보조제동력 반영 미흡)으로 인해 스마트크루즈컨트롤(SCC) 모드로 주행 중 오르막 약경사로(경사로 5%미만)에서 선행차량 정차 시 차량이 정차할 경우 후방 밀림이 발생되어 후방에 있는 차량과 부딪혀 사고가 발생할 가능성이 있는 결함 
메르세데스벤츠코리아(주),E 300 e 4MATIC,2020-10-21,2021-12-13,2023-08-11,"공급 업체의 생산 공정 오류로 인해 파워 일렉트로닉스1 배선이 차체 하부 패널과 간섭될 수 있습니다. 1 파워 일렉트로닉스(Power Electronics): 구동 전동기의 모터 속도와 온도를 감시하고, 사용 가능한 토크를 진단 및 예측하여 CAN 네트워크에 제공하는 컨트롤 유닛."
메르세데스벤츠코리아(주),E 220 D Convertible,2018-01-12,2018-01-12,2023-08-11,공급 업체의 생산 공정 오류로 인하여 캠축 타이밍 체인이 내구성 부족으로 특정 주행 조건에서 장기간 작동할 경우 캠축 타이밍 체인의 개별 볼트 또는 체인 링크가 마모될 수 있습니다. 캠축 타이밍 체인의 개별 볼트 또는 체인 링크가 마모될 경우 내구성이 손상되어 파손될 수 있습니다.
비엠더블유코리아(주),BMW iX1 xDrive30,2022-11-21,2023-04-12,2023-08-17,전방 드라이브 샤프트의 볼 허브 조인트 조립 공정상의 오류로 인하여 드라이브 샤프트와 구동전동기가 분리될 수 있습니다.
포드세일즈서비스코리아(유),2017-2020년식 Continental ,2016-06-29,2020-02-12,2023-09-08,일부 2017-2020년식 Continental 차량은 후방 카메라 렌즈 코팅의 내구성 부족으로 햇빛에 장기간 노출될 경우 렌즈의 코팅 성능이 저하될 가능성이 있습니다.
(주)재규어랜드로버코리아,더 뉴 레인지로버 P530 LWB (7인승 모델),2022-01-18,2022-06-09,2023-07-03,2열 좌측 시트(좌석) 프레임 고정장치의 제조불량으로 시트(좌석)가 제대로 고정되지 않을 가능성이 확인되었습니다.
스텔란티스코리아 주식회사,DS4 Crossback 1.5 BlueHDi,2022-09-07,2022-09-08,2023-05-09,앞바퀴 로워암(위시본) 연결 볼트의 조임 불량으로 주행 중 연결 볼트가 느슨해지고 이로 인해 차량의 조향이 제대로 되지 않아 안전에 지장을 줄 가능성이 있습니다. 
테슬라코리아 유한회사,모델 X,2023-02-10,2023-07-06,2023-08-07,제조 공정상의 오류로 전방 카메라의 각도가 사양과 맞지 않을 가능성이 있습니다.
테슬라코리아 유한회사,모델 S,2023-04-11,2023-06-28,2023-08-07,제조 공정상의 오류로 전방 카메라의 각도가 사양과 맞지 않을 가능성이 있습니다.
폭스바겐그룹코리아 주식회사,ID.4,2022-05-19,2023-03-13,2023-08-04,특정기간 동안 생산/수입된 차량에 서 “시가지 주행” 연료소비율 오차 범위 가 자동차 및 자동차 부품의 성능과 기준 에 관한 규칙 제 108조의 2 (연료소비율연료소비율)에서 정한 기준(-5%)을 초과(-7%)합니다.
현대자동차(주),팰리세이드(LX2),2023-06-22,2023-08-08,2023-09-21,일부 차량에서 스웨이드 사양 좌석이 적용된 조수석 승객감지센서의 설정 소프트웨어 오류로 탑승여부를 정확하게 감지하지 못하여 충돌 사고시 에어백이 전개되지 않아 승객을 정상적으로 보호하지 못할 가능성이 있는 결함
메르세데스벤츠코리아(주),GLC 300 4MATIC,2023-09-12,2023-09-22,2023-11-24,"생산 공정 오류로 인하여 전면, 후면 및 고정식 측면 유리에 사양에 맞지 않은 접착제가 도포되어 접합부의 내구성이 떨어져 유리가 차량의 차체에서 분리될 수 있습니다. "
(주)에프엠케이,SF90 Spider,2022-11-08,2023-10-02,2023-11-24,엔진 및 터보차저 윤활유 공급관의 자재 불량으로 인한 누유 가능성
(주)에프엠케이,SF90 Stradale,2022-11-11,2023-05-29,2023-11-24,엔진 및 터보차저 윤활유 공급관의 자재 불량으로 인한 누유 가능성
한국지엠주식회사,트랙스 크로스오버,2022-12-28,2023-07-05,2023-11-29,라디오 모듈의 계기판과 관련된 소프트웨어 오류로 인해 계기판 꺼짐 현상이 드물게 발생할 가능성이 있음.
포르쉐코리아 주식회사,911,2020-03-09,2022-07-28,2023-12-01,에어백 컨트롤 유닛의 소프트웨어 오류로 사이드 에어백이 전개되지 않아야 할 사고 시에도 사이드 에어백이 전개될 가능성을 확인하였습니다.
(주)바이크코리아,Rocket 3 R,2020-02-14,2023-02-23,2023-12-20,"뒷브레이크 마스터 실린더의 내경이 좁게 설계되어 장기간 주차 시, 브레이크 라인의 미세공기가 마스터 실린더 내부에 모여 뒷브레이크가 정상 작동되지  않을 가능성이 있음."
(주)바이크코리아,Rocket 3 GT ,2020-02-13,2023-02-23,2023-12-20,"뒷브레이크 마스터 실린더의 내경이 좁게 설계되어 장기간 주차 시, 브레이크 라인의 미세공기가 마스터 실린더 내부에 모여 뒷브레이크가 정상 작동되지  않을 가능성이 있음."
(주)바이크코리아,Rocket 3 R Black,2021-02-26,2021-03-01,2023-12-20,"뒷브레이크 마스터 실린더의 내경이 좁게 설계되어 장기간 주차 시, 브레이크 라인의 미세공기가 마스터 실린더 내부에 모여 뒷브레이크가 정상 작동되지  않을 가능성이 있음."
(주)바이크코리아,Rocket 3 GT Triple Black,2021-03-02,2021-03-05,2023-12-20,"뒷브레이크 마스터 실린더의 내경이 좁게 설계되어 장기간 주차 시, 브레이크 라인의 미세공기가 마스터 실린더 내부에 모여 뒷브레이크가 정상 작동되지  않을 가능성이 있음."
현대자동차(주),아반떼N (CN7 KN),2022-12-19,2023-02-11,2023-03-23,"현대자동차(주)에서는 아반떼N (CN7 KN)일부 차량에서 전동식조향장치(MDPS) 제어기 소프트웨어 오설정으로 인해 차로이탈방지보조(LKA), 차로유지보조(LFA) 기능이 미작동하여 운전자가 해당 기능을 켰음에도 불구하고 작동하지 않아 차로 중앙을 유지하지 못하고 차로를 이탈하여 사고가 발생할 가능성이 있으며, '자동차 및 자동차부품의 성능과 기준에 관한 규칙 제89조 2항 (조향장치)' 안전기준에 적합하지 않은 결함"
폭스바겐그룹코리아 주식회사,ID.4 82kWh,2023-01-09,2023-02-21,2023-05-12,"특정 기간 동안 생산/수입된 일부 차량의 트렁크 내부에 탑재된 안전삼각대가 제조 공정상의 오류로 인하여 반사 성능이 충분하지 않을 가능성이 있습니다. 이는, ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제112조의8(안전삼각대)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다."
폭스바겐그룹코리아 주식회사,Golf 8 2.0 TDI,2023-01-09,2023-02-17,2023-05-12,"특정 기간 동안 생산/수입된 일부 차량의 트렁크 내부에 탑재된 안전삼각대가 제조 공정상의 오류로 인하여 반사 성능이 충분하지 않을 가능성이 있습니다. 이는, ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제112조의8(안전삼각대)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다."
기아 주식회사,봉고Ⅲ EV(PU EV),2020-01-15,2023-02-15,2023-06-27,"전기식 보조 히터(PTC) 전기 배선과 크래시패드 지지 브라켓 간 공간 부족으로 인해 전기식 보조 히터(PTC) 전기 배선이 손상되어 단락이 발생하고, 과전류에 의해 퓨즈가 끊어져 구동 모터의 전원 공급이 차단되어 주행 중 차량이 멈출 가능성"
현대자동차(주),아이오닉5(NE),2023-03-08,2023-03-12,2023-04-27,아이오닉5(NE) 일부 차량에서 2열 왼쪽(LH) 좌석 리클라이너 부품의 용접 불량으로 충돌 사고시 좌석 등받이가 접히거나 펴짐으로 인해 탑승자를 충분히 보호해주지 못할 가능성이 있는 결함
메르세데스벤츠코리아(주),EQS 450 4MATIC,2021-03-15,2021-05-10,2023-08-11,"구동 전동기(electric drivetrain)의 소프트웨어 오류로 인하여 특정 플러그 커넥터의 접촉 불량이 감지되는 경우, 구동 전동기의 전력 공급이 차단될 수 있습니다."
메르세데스벤츠코리아(주),EQS 450+,2021-03-15,2022-03-10,2023-08-11,특정 상황에서 과전압(voltage peak)이 발생한 경우 고전압 배터리 컨트롤러와 모니터링 장치 사이에 연결된 내부 저항(resistor)이 손상될 수 있습니다. 이러한 경우 고전압 배터리 관리 시스템의 소프트웨어 오류로 인해 고전압 배터리 모니터링 기능이 정상적으로 작동되지 않을 수 있습니다.  
메르세데스벤츠코리아(주),EQS 350,2021-09-07,2022-04-26,2023-08-11,특정 상황에서 과전압(voltage peak)이 발생한 경우 고전압 배터리 컨트롤러와 모니터링 장치 사이에 연결된 내부 저항(resistor)이 손상될 수 있습니다. 이러한 경우 고전압 배터리 관리 시스템의 소프트웨어 오류로 인해 고전압 배터리 모니터링 기능이 정상적으로 작동되지 않을 수 있습니다.  
메르세데스벤츠코리아(주),EQS 580 4MATIC,2022-03-31,2022-04-23,2023-08-11,특정 상황에서 과전압(voltage peak)이 발생한 경우 고전압 배터리 컨트롤러와 모니터링 장치 사이에 연결된 내부 저항(resistor)이 손상될 수 있습니다. 이러한 경우 고전압 배터리 관리 시스템의 소프트웨어 오류로 인해 고전압 배터리 모니터링 기능이 정상적으로 작동되지 않을 수 있습니다.  
메르세데스벤츠코리아(주),EQS 450 4MATIC,2022-04-21,2022-04-21,2023-08-11,특정 상황에서 과전압(voltage peak)이 발생한 경우 고전압 배터리 컨트롤러와 모니터링 장치 사이에 연결된 내부 저항(resistor)이 손상될 수 있습니다. 이러한 경우 고전압 배터리 관리 시스템의 소프트웨어 오류로 인해 고전압 배터리 모니터링 기능이 정상적으로 작동되지 않을 수 있습니다.  
메르세데스벤츠코리아(주),C 300 4MATIC,2022-02-11,2022-08-03,2023-08-11,공급업체의 생산 공정 오류로 인해 변속기 배선의 길이가 규격을 초과하여 전방 프로펠러 샤프트와 간섭될 수 있습니다. 
메르세데스벤츠코리아(주),C 200,2022-08-31,2022-10-10,2023-08-11,생산 공정 오류로 인해 12V 및 48V 접지선의 연결 볼트가 제대로 조여지지 않았을 수 있습니다. 이러한 경우 접지선의 케이블 터미널이 정확히 고정되지 않아 전기 저항이 증가할 수 있습니다.
메르세데스벤츠코리아(주),C 300 4MATIC,2022-09-26,2023-03-14,2023-08-11,생산 공정 오류로 인해 12V 및 48V 접지선의 연결 볼트가 제대로 조여지지 않았을 수 있습니다. 이러한 경우 접지선의 케이블 터미널이 정확히 고정되지 않아 전기 저항이 증가할 수 있습니다.
한국닛산(주),닛산 LEAF (ZE1),2018-07-23,2019-07-23,2023-08-14, 닛산 내부 차량 테스트 중 차량제어모듈 (VCM) 소프트웨어 오류로 지능형 크루즈 컨트롤 (ICC)기능을 해제 후 일정 시간(초)내에 운전자가 주행 모드로 전환한 다음 가속 페달을 밟았다 떼었을 경우 구동 전동기가 계속 구동될 수 있는 가능성이 있습니다.
현대자동차(주),카운티 일렉트릭(MF EV) 어린이운송차,2022-11-17,2023-01-26,2023-05-11,"뉴 카운티(MF) 어린이운송차, 카운티 일렉트릭(MF EV) 어린이운송차 일부 차량에서 어린이 좌석 안전띠 리트랙터 부품이 좌우 반대로 조립되어 차량이 좌우로 12도 이하로 기울어졌음에도 불구하고 안전띠가 잠겨서 안전기준을 만족하지 못하는 결함"
현대자동차(주),뉴 카운티(MF) 어린이운송차,2023-01-10,2023-03-10,2023-05-11,"뉴 카운티(MF) 어린이운송차, 카운티 일렉트릭(MF EV) 어린이운송차 일부 차량에서 어린이 좌석 안전띠 리트랙터 부품이 좌우 반대로 조립되어 차량이 좌우로 12도 이하로 기울어졌음에도 불구하고 안전띠가 잠겨서 안전기준을 만족하지 못하는 결함"
메르세데스벤츠코리아(주),S 580 4MATIC,2021-02-16,2021-02-16,2023-03-17,생산 공장 재작업 설명서의 오류로 인해 차량 전면 유리와 파노라마 선루프 사이에 위치한 패널이 잘못된 접착제로 접합되었을 수 있어 시간이 지남에 따라 파노라마 선루프 패널의 접착력이 약화될 수 있습니다. 
(주)재규어랜드로버코리아,더 뉴 레인지로버 P530 LWB,2022-01-18,2022-11-29,2023-08-11,"리어램프 배선이 소음, 진동을 감소시켜주는 완충제(폼 블럭)와 마찰에 의해 손상되어 리어램프(후미등 및 제동등)가 작동되지 않을 가능성이 있습니다."
(주)재규어랜드로버코리아,더 뉴 레인지로버 P530 SWB,2022-01-18,2022-11-28,2023-08-11,"리어램프 배선이 소음, 진동을 감소시켜주는 완충제(폼 블럭)와 마찰에 의해 손상되어 리어램프(후미등 및 제동등)가 작동되지 않을 가능성이 있습니다."
(주)재규어랜드로버코리아,더 뉴 레인지로버 D350  LWB,2022-05-10,2022-11-16,2023-08-11,"리어램프 배선이 소음, 진동을 감소시켜주는 완충제(폼 블럭)와 마찰에 의해 손상되어 리어램프(후미등 및 제동등)가 작동되지 않을 가능성이 있습니다."
(주)재규어랜드로버코리아,더 뉴 레인지로버 D350 SWB,2022-01-26,2022-11-29,2023-08-11,"리어램프 배선이 소음, 진동을 감소시켜주는 완충제(폼 블럭)와 마찰에 의해 손상되어 리어램프(후미등 및 제동등)가 작동되지 않을 가능성이 있습니다."
현대자동차(주),G90(RS4),2021-04-19,2023-03-23,2023-08-16,일부 차량에서 충돌 사고시 앞좌석 및 뒷좌석 안전띠 조절장치 내부부품(프리텐셔너 가스발생기)의 작동반발력이 증가하여 장치내 일부부품(가스발생기)이 튀어나와 뒷좌석 탑승자에게 상해를 입힐 가능성이 있는 결함
비엠더블유코리아(주),BMW i7 xDrive60,2022-09-02,2022-09-15,2023-08-17,인터렉션 바의 소프트웨어 오류로 차량의 배터리가 방전 또는 분리될 경우 인터렉션 바에 위치하고 있는 비상점멸표시등 스위치의 조명이 점등되지 않고 스위치를 누르더라도 비상점멸표시등이 작동되지 않을 수 있습니다.
비엠더블유코리아(주),BMW 740i,2022-09-02,2022-09-15,2023-08-17,인터렉션 바의 소프트웨어 오류로 차량의 배터리가 방전 또는 분리될 경우 인터렉션 바에 위치하고 있는 비상점멸표시등 스위치의 조명이 점등되지 않고 스위치를 누르더라도 비상점멸표시등이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),GLC 300 4MATIC Coupe,2021-09-07,2022-03-21,2023-08-25,연료 펌프 내부 임펠러(impeller)의 내구성이 부족하여 작동 중 변형될 수 있습니다. 이러한 경우 연료 펌프 하우징 내부 벽면에 닿아 연료 펌프가 정상적으로 작동되지 않을 수 있습니다. 
메르세데스벤츠코리아(주),Mercedes-AMG GLC 43 4MATIC Coupe,2021-08-16,2022-03-19,2023-08-25,연료 펌프 내부 임펠러(impeller)의 내구성이 부족하여 작동 중 변형될 수 있습니다. 이러한 경우 연료 펌프 하우징 내부 벽면에 닿아 연료 펌프가 정상적으로 작동되지 않을 수 있습니다. 
메르세데스벤츠코리아(주),E 450 4MATIC Convertible,2021-11-15,2022-03-21,2023-08-25,연료 펌프 내부 임펠러(impeller)의 내구성이 부족하여 작동 중 변형될 수 있습니다. 이러한 경우 연료 펌프 하우징 내부 벽면에 닿아 연료 펌프가 정상적으로 작동되지 않을 수 있습니다. 
메르세데스벤츠코리아(주),Mercedes-AMG E 53 4MATIC+ Coupe,2021-11-15,2022-03-08,2023-08-25,연료 펌프 내부 임펠러(impeller)의 내구성이 부족하여 작동 중 변형될 수 있습니다. 이러한 경우 연료 펌프 하우징 내부 벽면에 닿아 연료 펌프가 정상적으로 작동되지 않을 수 있습니다. 
메르세데스벤츠코리아(주),E 450 4MATIC Coupe,2021-11-16,2022-03-03,2023-08-25,연료 펌프 내부 임펠러(impeller)의 내구성이 부족하여 작동 중 변형될 수 있습니다. 이러한 경우 연료 펌프 하우징 내부 벽면에 닿아 연료 펌프가 정상적으로 작동되지 않을 수 있습니다. 
메르세데스벤츠코리아(주),Maybach S 580 4MATIC,2021-06-01,2022-05-31,2023-08-25,연료 펌프 내부 임펠러(impeller)의 내구성이 부족하여 작동 중 변형될 수 있습니다. 이러한 경우 연료 펌프 하우징 내부 벽면에 닿아 연료 펌프가 정상적으로 작동되지 않을 수 있습니다. 
메르세데스벤츠코리아(주),S 580 4MATIC,2022-05-24,2022-05-31,2023-08-25,연료 펌프 내부 임펠러(impeller)의 내구성이 부족하여 작동 중 변형될 수 있습니다. 이러한 경우 연료 펌프 하우징 내부 벽면에 닿아 연료 펌프가 정상적으로 작동되지 않을 수 있습니다. 
메르세데스벤츠코리아(주),E 350 4MATIC,2022-01-19,2022-04-30,2023-08-25,연료 펌프 내부 임펠러(impeller)의 내구성이 부족하여 작동 중 변형될 수 있습니다. 이러한 경우 연료 펌프 하우징 내부 벽면에 닿아 연료 펌프가 정상적으로 작동되지 않을 수 있습니다. 
메르세데스벤츠코리아(주),C 200 4MATIC,2021-11-01,2022-02-28,2023-08-25,연료 펌프 내부 임펠러(impeller)의 내구성이 부족하여 작동 중 변형될 수 있습니다. 이러한 경우 연료 펌프 하우징 내부 벽면에 닿아 연료 펌프가 정상적으로 작동되지 않을 수 있습니다. 
메르세데스벤츠코리아(주),C 200,2022-09-17,2022-11-19,2023-08-25,연료 펌프 내부 임펠러(impeller)의 내구성이 부족하여 작동 중 변형될 수 있습니다. 이러한 경우 연료 펌프 하우징 내부 벽면에 닿아 연료 펌프가 정상적으로 작동되지 않을 수 있습니다. 
메르세데스벤츠코리아(주),Maybach GLS 600 4MATIC,2022-09-16,2022-09-30,2023-08-25,연료 펌프 내부 임펠러(impeller)의 내구성이 부족하여 작동 중 변형될 수 있습니다. 이러한 경우 연료 펌프 하우징 내부 벽면에 닿아 연료 펌프가 정상적으로 작동되지 않을 수 있습니다. 
메르세데스벤츠코리아(주),GLS 580 4MATIC,2021-07-01,2021-10-27,2023-08-25,연료 펌프 내부 임펠러(impeller)의 내구성이 부족하여 작동 중 변형될 수 있습니다. 이러한 경우 연료 펌프 하우징 내부 벽면에 닿아 연료 펌프가 정상적으로 작동되지 않을 수 있습니다. 
메르세데스벤츠코리아(주),Mercedes-AMG GLE 53 4MATIC+ Coupe,2021-08-20,2022-02-28,2023-08-25,연료 펌프 내부 임펠러(impeller)의 내구성이 부족하여 작동 중 변형될 수 있습니다. 이러한 경우 연료 펌프 하우징 내부 벽면에 닿아 연료 펌프가 정상적으로 작동되지 않을 수 있습니다. 
메르세데스벤츠코리아(주),GLE 350 e 4MATIC Coupe,2022-06-22,2022-09-24,2023-08-25,연료 펌프 내부 임펠러(impeller)의 내구성이 부족하여 작동 중 변형될 수 있습니다. 이러한 경우 연료 펌프 하우징 내부 벽면에 닿아 연료 펌프가 정상적으로 작동되지 않을 수 있습니다. 
메르세데스벤츠코리아(주),Mercedes-AMG G 63,2022-07-25,2022-07-28,2023-08-25,연료 펌프 내부 임펠러(impeller)의 내구성이 부족하여 작동 중 변형될 수 있습니다. 이러한 경우 연료 펌프 하우징 내부 벽면에 닿아 연료 펌프가 정상적으로 작동되지 않을 수 있습니다. 
메르세데스벤츠코리아(주),Mercedes-AMG GT 63 S 4MATIC+,2022-04-06,2022-05-11,2023-08-25,연료 펌프 내부 임펠러(impeller)의 내구성이 부족하여 작동 중 변형될 수 있습니다. 이러한 경우 연료 펌프 하우징 내부 벽면에 닿아 연료 펌프가 정상적으로 작동되지 않을 수 있습니다. 
메르세데스벤츠코리아(주),Mercedes-AMG GT 43 4MATIC+,2022-05-02,2022-06-29,2023-08-25,연료 펌프 내부 임펠러(impeller)의 내구성이 부족하여 작동 중 변형될 수 있습니다. 이러한 경우 연료 펌프 하우징 내부 벽면에 닿아 연료 펌프가 정상적으로 작동되지 않을 수 있습니다. 
메르세데스벤츠코리아(주),Mercedes-AMG CLS 53 4MATIC+,2021-11-26,2022-04-26,2023-08-25,연료 펌프 내부 임펠러(impeller)의 내구성이 부족하여 작동 중 변형될 수 있습니다. 이러한 경우 연료 펌프 하우징 내부 벽면에 닿아 연료 펌프가 정상적으로 작동되지 않을 수 있습니다. 
